Finished,Consent,Scenario_T_First Click,Scenario_T_Last Click,Scenario_T_Page Submit,Scenario_T_Click Count,Demo_Answer,Demo_Reject,Q46_First Click,Q46_Last Click,Q46_Page Submit,Q46_Click Count,Val_1,Val_2,Val_T_First Click,Val_T_Last Click,Val_T_Page Submit,Val_T_Click Count,P1_1,P1_2,P1_3,P1_T_First Click,P1_T_Last Click,P1_T_Page Submit,P1_T_Click Count,P2_1,P2_2,P2_3,P2_T_First Click,P2_T_Last Click,P2_T_Page Submit,P2_T_Click Count,P3_1,P3_2,P3_3,P3_T_First Click,P3_T_Last Click,P3_T_Page Submit,P3_T_Click Count,P4_1,P4_2,P4_3,P4_T_First Click,P4_T_Last Click,P4_T_Page Submit,P4_T_Click Count,P5_1,P5_2,P5_3,P5_T_First Click,P5_T_Last Click,P5_T_Page Submit,P5_T_Click Count,P6_1,P6_2,P6_3,P6_T_First Click,P6_T_Last Click,P6_T_Page Submit,P6_T_Click Count,P7_1,P7_2,P7_3,P7_T_First Click,P7_T_Last Click,P7_T_Page Submit,P7_T_Click Count,P8_1,P8_2,P8_3,P8_T_First Click,P8_T_Last Click,P8_T_Page Submit,P8_T_Click Count,P9_1,P9_2,P9_3,P9_T_First Click,P9_T_Last Click,P9_T_Page Submit,P9_T_Click Count,P10_1,P10_2,P10_3,P10_T_First Click,P10_T_Last Click,P10_T_Page Submit,P10_T_Click Count,General_2,General_3,General_1,General_T_First Click,General_T_Last Click,General_T_Page Submit,General_T_Click Count,Attitude_1,Attitude_2,Attitude_3,Attitude_4,Attitude_t_First Click,Attitude_t_Last Click,Attitude_t_Page Submit,Attitude_t_Click Count,Dem_Gender,Dem_Birth,Dem_Education,Dem_Geography,Follow_2,Follow_1_1,Follow_1_2,Follow_1_3,Follow_3,Interview_Choice,Consent_2,Q210,Q151,condition
TRUE,I CONSENT to take part in the study.,0,0,4.399,0,The software is looking for professional information and address of the person.,,17.862,67.392,84.976,7,I am traveling and the person in the profile offers to host me.,John is easy to see.,6.446,23.036,24.124,6,80,30,90,8.439,14.775,15.449,5,Highly confident  100%,80,20,2.155,6.163,7.42,6,70,70,60,3.589,5.014,6.305,3,Highly confident  100%,Highly confident  100%,Not confident 0%,1.283,18.214,19.034,11,Highly confident  100%,Highly confident  100%,90,1.307,7.739,9.711,5,20,30,80,11.757,13.638,14.407,3,70,70,20,1.866,33.004,34.113,14,80,80,20,1.044,8.802,9.533,11,20,30,60,8.016,14.079,15.269,5,Highly confident  100%,90,90,4.695,6.431,9.138,3,90,80,60,3.095,10.214,11.137,4,Strongly agree 100%,Strongly agree 100%,80,10,1.285,17.653,18.104,8,Male,1990,"Professional degree (JD, MD)",Urban,it gives too many information.,where the person work,how lng the person lives in the place,,Perception of artificial intelligence software.,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,104.597,0,It analyzes a profile and provides an attractive summary of it.,,9.752,9.752,32.604,1,I am traveling and the person in the profile offers to host me.,John is easy to see.,5.117,7.01,8.097,4,50,Highly confident  100%,50,2.917,4.665,5.188,4,80,80,70,4.344,6.022,6.567,3,50,Highly confident  100%,90,3.748,6.572,7.347,3,60,80,90,2.642,4.586,5.324,3,60,50,Not confident 0%,7.098,10.061,10.777,4,60,70,50,10.068,11.811,12.455,3,50,60,50,5.374,7.341,8.879,3,50,70,50,1.827,4.101,4.737,3,30,50,60,73.709,76.212,76.945,4,40,50,50,8.925,11.156,11.791,3,80,90,30,4.281,6.497,7.22,3,60,Strongly agree 100%,70,20,4.247,9.357,10.107,5,Male,1996,High school graduate,Urban,It seems to have been interesting. I found the descriptions fair.,The character portrayed by the sentences,,,Don't know,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,40.089,0,It appears as though the system is using the information contained on the person's Facebook page and creating a profile about themselves.  The system is taking personal information garnered from the person's Facebook profile and creating a bio about them and the home.,,6.773,85.297,86.481,6,I am traveling and the person in the profile offers to host me.,John is easy to see.,3.366,11.814,14.127,3,Highly confident  100%,Highly confident  100%,90,13.484,17.154,18.137,5,Highly confident  100%,90,90,38.02,41.735,42.493,5,80,70,90,17.837,23.548,27.001,7,80,Highly confident  100%,90,6.488,9.882,11.255,5,Highly confident  100%,Highly confident  100%,90,10.627,15.305,16.125,7,80,70,80,85.157,90.385,91.462,6,60,70,90,5.261,13.429,14.642,7,70,80,80,6.472,13.856,14.287,8,50,60,90,11.52,17.426,18.325,6,80,90,90,22.195,32.851,33.853,6,60,40,50,2.371,6.064,6.937,4,90,90,40,Strongly disagree 0%,3.911,12.111,12.857,7,Male,1976,Master's degree,Urban,I think it is very interesting and I would love to see what it would come up with based upon myself.  I am curious as to how it generates a profile and find it quite amazing.,Friendliness.  I want someone who seems genuinely friendly.,Knowledgeable.  I want someone who knows their way around the city and could help me if I had questions.,Clean.  I want someone who seems like they would maintain a clean home.,I think just judging profiles and looking at artificial intelligence.,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,39.16,0,The system is going to social media profiles in order to pull geo-location information from public profiles. Essentially it's just trawling the web for data.,,4.849,4.849,33.219,1,I am traveling and the person in the profile offers to host me.,John is easy to see.,4.974,10.785,11.426,2,Highly confident  100%,Highly confident  100%,Highly confident  100%,4.507,5.481,5.892,3,Highly confident  100%,Highly confident  100%,Highly confident  100%,35.58,37.312,37.714,3,Highly confident  100%,Highly confident  100%,Highly confident  100%,4.285,7.144,7.364,5,Highly confident  100%,80,90,2.262,6.468,6.717,6,80,80,90,5.635,9.294,9.718,3,80,70,90,6.776,8.387,9.127,4,80,90,90,3.891,10.653,11.327,5,70,60,80,10.002,12.665,13.147,4,90,80,90,4.24,7.354,8.073,4,90,90,90,4.006,7.065,7.754,3,90,90,90,1.371,2.851,3.878,4,70,Strongly agree 100%,20,Strongly disagree 0%,2.37,9.43,9.924,8,Male,1989,Bachelor's degree in college,Urban,"I think the system is very intriguing but I question the accuracy. If it's searching for info solely on FB profiles (as shown in the example), I think it can be very misleading and become a very slippery slope once people find out how to game the system.",Grammar... even if it's an AI it still needs to be able to write a complete sentence,"Certain buzzwords relevant to local hotspots, restaurants, etc",If the person has a social life,To do a market study on reactions to an AI review/summary of a potential host,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,10.347,0,The system takes information from another site to create the profile. The personal information extracted from the website is generated into sentences that make sense.,,27.678,27.678,83.065,1,I am traveling and the person in the profile offers to host me.,John is easy to see.,21.392,40.155,44.566,8,80,70,80,7.086,11.166,12.128,3,90,90,90,11.314,14.828,15.576,4,90,90,90,5.922,7.782,8.45,3,Highly confident  100%,90,90,5.04,7.572,10.297,3,70,80,80,8.811,14.175,15.186,3,80,70,60,7.282,10.943,11.576,4,60,60,70,10.597,13.706,14.549,3,70,50,70,7.824,11.64,12.454,3,60,70,70,10.638,13.332,14.317,3,90,90,Highly confident  100%,9.592,11.746,12.323,3,70,70,60,2.853,6.466,7.088,3,80,90,90,30,2.367,8.769,9.439,5,Female,1996,High school graduate,Urban,"I think the system is very useful if you want to create a generic profile. But, you should try to allow yourself the ability to create your own and not use the system.",friendliness; what was the tone of their message,receptive; do they care about me,advice; do they know the area well,I think the purpose was to see how people would react to AI being involved in profile creation.,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,21.589,84.853,86.955,14,It's going through the facebook profile to come up with a summary of the person.It's describing the occupation of the host and the location of the home,,9.984,43.676,70.076,3,I am traveling and the person in the profile offers to host me.,John is easy to see.,10.986,24.066,30.637,2,30,30,30,15.205,17.306,18.347,3,80,80,80,25.083,28.347,29.431,3,80,80,80,14.074,16.059,16.912,3,70,70,70,14.502,26.83,27.675,5,40,40,40,11.849,23.737,35.559,7,20,20,20,9.646,11.71,19.283,3,80,80,80,7.552,19.858,21.135,10,60,60,60,9.683,11.955,12.881,4,60,60,60,18.437,21.438,22.458,3,70,70,70,26.18,50.693,51.841,17,50,50,50,2.404,10.469,11.977,5,80,80,50,20,4.251,15.772,16.925,6,Male,1968,Doctoral degree,Suburban,What system? The system that generated the profiles? Or the system as in the system that we're all in. System that generated the profile seems primitive. The system we're all in is too complex to describe. Down with the system! ,i went with the first impression,i chose based on how i felt about the person,,rating profiles of hosts,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,10.901,0,Pulling information from Facebook and adding it to the profile.  The Facebook page is probably set to Public and not Private.,,12.946,13.242,53.119,2,I am traveling and the person in the profile offers to host me.,John is easy to see.,6.148,12.119,14.835,2,70,70,60,8.192,10.375,11.565,3,80,80,70,9.084,11.196,11.759,3,70,60,60,0.9,8.318,8.898,6,70,80,70,4.705,7.113,7.902,3,80,70,70,6.467,10.403,11.071,6,40,50,50,12.471,17.635,18.573,4,70,70,80,17.607,21.536,22.398,3,50,50,50,7.725,10.382,11.147,3,50,50,50,6.835,9.14,9.769,3,70,70,70,6.099,8.483,9.086,3,Strongly disagree 0%,Strongly disagree 0%,50,3.096,8.723,9.471,5,20,70,70,Strongly disagree 0%,3.97,13.205,14.134,5,Male,1983,Bachelor's degree in college,Suburban,I'd prefer descriptions that weren't pulled from Facebook profiles.  I think it would make the beginning interactions between the host and guest more personal.,Are they being honest?,Are they trying too hard to sound perfect?,Are they going to provide a clean household?,My opinions of the program that pulls information from Facebook.,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,9.541,0,"The system appears to be creating a fake profile by using some sort of algorithm. Since the user did not input any information besides their name, the result appears to be completely fictitious.",,11.274,11.274,55.752,1,I am traveling and the person in the profile offers to host me.,John is easy to see.,5.397,13.036,14.329,3,60,60,60,6.786,9.622,11.372,3,70,60,50,15.731,19.356,20.949,3,60,70,60,12.312,19.069,19.567,5,50,50,50,8.182,12.604,13.559,3,80,80,60,5.971,9.481,11.335,3,50,60,50,5.646,11.671,12.094,4,10,50,20,13.822,27.65,28.749,3,10,20,20,6.638,12.603,13.773,6,20,30,50,6.895,11.273,12.529,3,50,50,50,6.461,10.257,10.737,4,50,50,40,4.645,8.263,12.486,3,30,80,Strongly agree 100%,Strongly disagree 0%,3.157,19.799,20.853,5,Female,1980,Master's degree,Suburban,"I think this is really dishonest. It does a good job of sounding like a real person wrote the description, so it could be very deceiving.",the amount of free time the person seems to have,how elaborate the description was,"the number of people mentioned in the description (family, roomates, etc)",Analyzing how human an AI system can sound,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,15.472,0,"It is taking the general information from your Facebook and inputting it into a generated paragraph. Taking info like location, job, and such. ",,6.423,54.34,62.892,9,I am traveling and the person in the profile offers to host me.,John is easy to see.,41.605,47.118,47.923,6,90,90,90,4.265,7.519,8.153,9,90,90,90,1.065,18.043,18.546,15,90,90,90,7.96,10.381,10.946,10,90,90,90,2.19,5.673,7.902,10,90,90,90,56.141,74.597,75.593,19,80,80,90,2.215,9.936,10.557,10,80,80,90,4.98,11.363,18.679,12,70,70,70,6.895,10.239,10.807,10,70,70,80,4.547,11.314,11.856,12,80,80,90,4.764,7.837,8.722,12,80,80,80,46.517,48.613,49.962,7,80,80,30,30,108.04,168.169,169.276,14,Female,1986,Bachelor's degree in college,Suburban,I think it saves time for the user. I also think the paragraphs would be very generic and not heartfelt. ,Is it genuine,Did they write it,Was it produced for them. ,If people like personal touches?,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,0.672,0,Facebook is generating a profile. The profile has all of the details of the profile,,8.42,9.31,23.37,2,I am traveling and the person in the profile offers to host me.,John is easy to see.,7.375,10.326,10.859,2,10,20,10,0,0,21.084,0,90,80,80,0,0,11.643,0,10,20,10,0,0,2.809,0,90,Highly confident  100%,90,0,0,3.369,0,80,90,70,0,0,6.324,0,10,20,10,0,0,100.14,0,90,Highly confident  100%,90,0,0,6.34,0,10,20,10,0,0,27.911,0,40,50,20,3.582,4.553,9.103,2,80,Highly confident  100%,80,0,0,19.885,0,90,Strongly agree 100%,90,0,0,2.946,0,40,40,50,Strongly disagree 0%,0,0,7.948,0,Male,1985,High school graduate,Suburban,It was interesting. It did seem a little complicated.,friendliness,believablility,humbleness,not sure,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,17.384,17.384,18.179,1,The system is using this person's Facebook profile to generate a travel profile. It takes information from his profile to make up something that will make him sound appealing to potential guests.,,14.423,40.347,68.503,3,I am traveling and the person in the profile offers to host me.,John is easy to see.,2.891,11.959,12.911,2,40,40,40,7.334,8.67,9.937,3,20,20,20,6.677,8.01,15.92,3,50,50,50,5.973,17.924,18.889,5,60,60,60,6.789,8.305,9.146,4,10,10,10,6.293,7.444,8.563,3,40,40,40,7.499,9.054,11.082,4,50,50,50,7.44,9.478,9.757,4,Not confident 0%,Not confident 0%,Not confident 0%,4.923,6.236,7.343,3,Not confident 0%,Not confident 0%,Not confident 0%,5.566,6.768,7.821,3,Not confident 0%,Not confident 0%,Not confident 0%,5.058,6.324,7.884,3,60,60,60,3.092,5.894,6.773,3,50,90,80,40,2.697,20.337,21.178,11,Female,1992,Bachelor's degree in college,Suburban,I think the system creates realistic sounding profiles. I wouldn't know they were created by AI.,The person's job.,Whether or not they were a parent.,The person's hobbies.,To learn what travel profiles people trust more.,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,13.32,0,"The system is reviewing the host's Facebook profile and extracting relevant information.  It lists relevant information (occupation, where he lives, etc.).",,13.623,13.623,64.522,1,I am traveling and the person in the profile offers to host me.,John is easy to see.,6.218,15.289,17.446,2,60,70,70,129.37,132.137,133.242,3,80,70,70,8.362,10.25,11.768,3,70,80,80,4.656,7.807,8.798,3,80,80,80,4.685,6.158,7.418,3,80,80,80,9.3,11.437,12.661,3,70,70,70,6.429,8.029,9.401,3,80,80,80,7.334,9.198,10.203,3,50,60,70,6.012,8.212,9.065,3,80,80,80,10.833,14.273,17.129,3,50,50,70,9.865,13.646,14.582,3,80,80,70,2.779,6.858,7.812,4,30,60,40,30,2.918,11.278,12.173,4,Male,1970,Master's degree,Rural,It's impressive if it can really present the best face.  Scraping Facebook profiles is kinda cool.,Description of the home,Familiarity with the location,Interests outside the home,Presumably how willing a person might be to trust that the profile was accurate and forthright.,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,33.436,0,It's using artificial intelligence to generate a profile for a host. The host enters some basic information and it does the rest.,,95.542,95.542,175.916,1,I am traveling and the person in the profile offers to host me.,John is easy to see.,6.786,15.145,18.156,2,80,Highly confident  100%,80,8.58,13.684,14.633,5,90,80,70,12.38,18.26,19.547,3,70,90,80,11.495,18.87,20.055,5,80,90,80,7.057,13.065,14.377,6,90,90,70,8.669,13.42,14.939,4,60,80,90,15.136,21.392,22.405,4,70,90,90,10.246,16.301,17.07,5,70,60,90,899.945,908.682,910.362,3,70,80,80,9.871,15.735,17.771,3,70,80,80,8.006,12.446,13.422,3,90,90,70,4.351,9.255,10.688,3,70,80,40,60,5.115,16.091,17.084,4,Male,1964,"Professional degree (JD, MD)",Urban,"I don't know what to think. Most of the profiles don't really say a lot about what I might want to know. Things like how helpful they can be with suggestions when I'm there, what the accommodations are like, etc.",Did they offer to help me learn about the area,Did they sound responsible and mature,What are they going to be doing while I'm there,To assess if artificial intelligence can equal or replace a personal touch when writing someone's profile. ,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,4.719,18.071,33.115,3,It looks like the system takes the information from the host's Facebook page and turns it into a profile. The information in the profile comes from the information the host has shared through his Facebook posts. It could also be making the profile friendlier by stating that the host is 'happy' to help you find your way around the town and how he is looking forward to meeting people.,,30.711,30.711,165.147,1,I am traveling and the person in the profile offers to host me.,John is easy to see.,6.96,33.225,36.262,2,Highly confident  100%,Highly confident  100%,90,16.528,20.848,21.615,3,90,Highly confident  100%,90,18.74,24.149,25.178,3,90,90,90,18.737,23.091,23.869,3,70,90,80,8.875,12.788,13.845,3,90,Highly confident  100%,90,10.98,19.444,20.481,3,70,90,80,15.443,21.066,21.94,3,60,60,60,12.973,18.309,19.175,3,50,60,50,14.835,22.331,24.693,4,60,70,70,11.942,23.591,24.915,3,70,80,70,15.724,30.749,31.641,5,70,70,80,2.402,6.873,7.613,3,70,Strongly agree 100%,80,10,3.472,19.12,20.739,4,Female,1961,Master's degree,Suburban,"I think the system is a great way for someone to write a post. I also think it might not be a true view of the person because it takes information from their Facebook page and most people don't post derogative personal info on their page because they want others to see them in a good light. In that respect, it definitely isn't a total view of the person and it is definitely skewed in their favor.",Do they seem honest? I don't want to take the chance of being scammed.,Are they lonely? Will they pester me the whole time I'm there or will they allow me to go and come as I please?,Does the post seem legit or is it a whitewashed view of the host?,I think it was to see what we thought of posts generated by an AI system and if we thought they were believable.,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
